,0
3167,Zika case in Dallas County acquired through sexual contact - local media
3168," First case reported of Zika virus transmission in the U.S. in Dallas County, Texas - local media "
3169,More central bank rate cuts are coming before any hike:  
3170,Delta software outage delays boarding for two dozen flights:  
3171,Ex-drug CEO Shkreli hires celebrities' lawyer for his fraud case:  
3172,Ex-drug executive Shkreli hires lawyer to celebrities for fraud case 
3173,"Cruz relishes Iowa caucuses as a  tribute to ""conservative grass roots"""
3174,"Newly released documents show profit-seeking behind price hikes at Turing, Valeant "
3175,Can Hillary Clinton close the deal?
3176,"Obama, Republican leaders to seek elusive common ground in White House meeting "
3177,"U.S. defense budget focuses on the dramatically shifting security environment, says Carter:  "
3178,U.S. defense budget focuses on changing security environment: Carter 
3179,Alphabet overtakes Apple in market value - for now 
3180,"Catch up with the Iowa caucus results: Cruz bests Trump, Clinton edges out Sanders.  "
3181,"FBI joins Flint, Michigan water investigation "
3182, FBI joins Flint water contamination probe.  
3183,Pfizer revenue rises as pneumonia vaccine sales jump 
3184,"ISIS pushed back in Iraq, Syria, but a threat in Libya: Kerry "
3185,"WHO moves into high gear to combat Zika, microcephaly: expert "
3186,"BP reports worst annual loss in at least 20 years, cuts more jobs  "
3187,Spin-off or sale? Yahoo turnaround plan in focus as earnings awaited  
3188,Marco Rubio emerges as champion of battered Republican establishment  
3189,Alphabet passes Apple to become most valuable traded U.S. company  
3190,Cruz's Iowa victory could be big blow to Big Corn  
3191,Marco Rubio emerges as champion of battered Republican party  
3192," With 99% of precincts reporting, the Democratic Iowa caucus is still too close to call  "
3193,"Oil falls on China economic woes, rising OPEC supply  "
3194,Cruz beats Trump in Iowa Caucus and Clinton still holds slim lead over Sanders. The latest:  
3195,"Video game featuring LeBron James, Kobe Bryant tattoos sparks lawsuit  "
3196, Travel insurer says sales soar on Zika fears  
3197,Bacardi demands U.S. explain giving Havana Club brand to Cuba  
3198, Donald Trump takes the stage after losing Iowa caucus to Ted Cruz  
3199,Alphabet profit sends shares up; overtakes Apple in value  
3200, Sources close to Martin O'Malley reporting that he will suspend his campaign tonight. 
3201, Still neck and neck for Trump and Cruz with 41% of precincts in. Rubio close behind  
3202,Justice Department launches review of San Francisco police 
3203, Pentagon to hike spending request to fund Islamic State fight 
3204,"Bernie Sanders dominating conversation on Facebook in final hours before Iowa caucus 
 "
3205,Alphabet reports 17.8 percent rise in revenue 
3206,"Here's the 2016 election, by the numbers:  "
3207,World Health Organization declares Zika a global emergency 
3208,U.S. documents detail 2015 Amtrak train crash but offer no cause 
3209," Zika virus outbreak worse than believed, says Brazil's Health Minister.  "
3210, Brazil's Zika virus outbreak worse than believed - minister 
3211,U.S. envoy makes first visit to Kurdish-held Syrian north 
3212,"Yahoo to cut 15 percent jobs, close several units: WSJ "
3213,Two Virginia Tech students appear in court over the murder of a 13-year-old girl:  
3214,Two Virginia students appear in court over murder of 13-year-old girl 
3215,"Today, blunt-spoken billionaire Trump puts his campaign to the test:  "
3216,Cheap oil won't juice the U.S. economy this time: Reuters poll 
3217,Brazil authorizes forced entry to private property to fight Zika 
3218,U.S. consumer spending softens; savings hit three-year high 
3219,Today Donald Trump will face his first real test:  
3220,Why not just wipe out mosquitoes to get rid of the Zika virus?  
3221,Trump's unorthodox campaign faces first test in Iowa 
3222,Nokia patent sales forecast falls short after Samsung deal  
3223,"Oil prices slip on weak Asian data, fading prospect of output cut  "
3224,Toyota to stop Japan production for one week due to steel shortage  
3225,"Yen chilled by sub-zero rates for now, speculation ECB may ease subdues euro  "
3226,"China official manufacturing PMI eases to 49.4 in January, misses forecasts  "
3227,"Among White House hopefuls, Trump least likely to hit 'follow' button on Twitter "
3228,California sheriff 'concerned' by slow response to jail escape 
3229,Americans among militant suspects detained in Saudi Arabia-paper 
3230,"In tight race, Cruz and Trump make final appeals to Iowans  "
3231,Raptors hold off Pistons to stretch record streak to 11 wins  
3232,Hon Hai CEO says Sharp to decide on investment within week  
3233,America's angry voters divvied up by Trump and Sanders: poll  
3234,One dead as gunfire erupts outside Denver motorcycle expo 
3235,Clinton wins New York Times endorsement in U.S. presidential race 
3236,Merkel says refugees must return home once war is over 
3237,"Did Brazil, global health agencies fumble Zika response? "
3238, Nearly $1 million in FIFA funds missing in Guatemala - sources 
3239,Toyota may halt Japan car output in February due to steel shortage  
3240,Surging Celtics prove too tricky for Magic  
3241,Boeing wins contract to build new Air Force One presidential jets  
3242,Facebook to prohibit private firearm transactions on its service  
3243,U.S. corporations to report best and worst of times  
3244, Facebook says to prohibit private firearm transactions on its service 
3245,Poll shows 40 percent of Germans want Merkel to resign over her refugee policy:  
3246,The race is on for a Zika virus vaccine:  
3247,U.S. to withhold some Clinton emails with top secret information 
3248,"'Affluenza' teen left in juvenile detention in Texas, for now:  "
3249,One of three escaped California inmates captured: local media 
3250,Our Editor's Choice photos of the day from around the world:  
3251,Trump's gamble leaving the battlefield to his rivals for one night appeared to pay off:  
3252," Canada has four recent cases of Zika, all from travelers: Public health agency"
3253,FBI releases grainy aerial video of deadly roadside encounter with Oregon occupiers.  
3254, EgyptAir mechanic suspected in Russian plane crash.  
3255,"Forty percent of Germans want Angela Merkel to resign over her refugee policy, poll shows:  "
3256,"Understanding the ZikaVirus: 
"
3257, Texas judge says ‘affluenza’ teen Ethan Couch to remain in juvenile detention center
3258, Online cattle auction aims to shake up U.S. meat market 
3259,El-Erian says countries weakening currencies in fight for global growth 
3260,How Trump could benefit from a Bloomberg presidential run:  
3261,EgyptAir mechanic whose cousin joined Islamic State suspected in Russian plane crash:  
3262,Oregon occupiers remain holed up after FBI releases video of shooting 
3263,A vaccine for the ZikaVirus could be ready for emergency use before year-end:  
3264,From denial to Davos: BOJ's Kuroda brings out his stun gun 
3265,U.S. economic growth slows to a 0.7 percent rate in fourth quarter 
3266,"Xerox to split into two, Icahn to get board seats in one:  "
3267,James Murdoch returns to Sky as chairman:  
3268,'Affluenza' teen faces Texas hearing on move to adult jail 
3269,Printer maker Xerox to split into two 
3270,Trump overshadows Republican debate even as he sits it out:  
3271,FTSE bounces back after Tokyo treat for markets:  
3272,EgyptAir mechanic suspected in Russian plane crash - sources 
3273,BOJ stuns markets with negative interest rate surprise  
3274,Xerox to split in two; give Icahn three board seats: WSJ 
3275,Bloomberg run could boost Trump's bid for White House: poll -  
3276,Jefferson Airplane founding member Paul Kantner dies: report  
3277,"BOJ adopts negative rates in ramped-up stimulus campaign, stuns markets  "
3278,Trump draws full house at own event as he snubs Fox News debate  
3279,BOJ shocks markets with negative rates move 
3280,Amazon shares plunge as record profit still misses estimates  
3281,Republican Cruz derides missing front-runner Trump at presidential debate  
3282,Trump draws full house as he snubs Fox News  
3283,Fed owns up to global risks in statement shift 
3284,How a Bloomberg run could boost Trump's White House bid:  
3285,Pentagon chief announces measures to improve quality of life for military 
3286,Republicans are picking sides over Trump's rift with Fox News in GOPdebate 
3287,IOC to issue guidance as ZikaVirus spreads before Rio Games:  
3288, Liberated Washington Post reporter Jason Rezaian says there are ''many people to thank'' for his release. 
3289, Families affected by ZikaVirus in Brazil.  
3290,Trump challenges Murdoch with decision to skip GOPdebate:  
3291,'Affluenza' teen back in Texas after being deported from Mexico 
3292,Yahoo to shut Argentina and Mexico offices 
3293," European man, 28, arrested at Disnyeland Paris; his bag contained guns and copy of Koran: Police source"
3294,ZikaVirus could affect between three million and four million people: WHO   
3295, 'Affluenza' teen Ethan Couch has left Mexico City on a plane to Dallas.
3296,U.S. jobless claims fall more than expected:  
3297,Car bomb at Yemeni presidential palace in Aden kills seven: officials 
3298,Jobless claims fall more than expected 
3299,"WHO sees 3-4 million cases of Zika virus, role in birth defects "
3300,Most Americans support Obama's contested immigration plan: Reuters/Ipsos  
3301,Trump takes calculated risk with decision to skip debate 
3302,Campaigning in style: How Jeb Bush blew through his warchest 
3303,Ford Motor quarterly profit beats Street expectations 
3304,Bundy tells protesters to 'please go home':  
3305,Facebook shares jump 12 percent as mobile ads win big 
3306,HSBC curbs mortgage offering to Chinese citizens in U.S. 
3307,"In U.S. oil capital Houston, no cheap fuel bonanza for airlines:  "
3308,Unease over Fed rate path dents European stocks:  
3309,Most Americans support Obama's contested immigration plan: Reuters/Ipsos poll 
3310,Authorities working to clear remaining protesters in Oregon occupation 
3311,"Ivorian ex-president's war crimes trial opens, supporters protest "
3312,China stocks end at more than year low  
3313,Trump steps up attacks with 'bimbo' tweet before Fox News debate:  
3314,"China shares flounder again, but 'real economy' sound says state media "
3315,Samsung Elec warns of difficult 2016 as smartphone troubles spread  
3316,EBay's disappointing forecast fuels stock decline  
3317,Five arrests made in connection with California jailhouse escape 
