,0
3197,lSending Postcards From A Plane Crash (Wish You Were Here).
3198,"When I go big-game hunting, my weapon of choice is the remote."
3199,"If I was a pig, I'd get a tattoo of a coin slot on my back."
3200,lYou can thank your lucky stars that everything I wish for will never come true.
3201,LOL=lacking of literacy
3202,"If there's one thing I can't comprehend, it's common sense."
3203,Travel tip: don't pack for the weather you want.
3204,"I was so poor when I grew up, I bought Popsicle sticks and just pretended like I was having a special treat."
3205,May the 4th be with you.
3206,"I have high standards, but low expectations."
3207,What does it mean if someone gives me half a peace sign?
3208,My toilet is full of it. He's always loaded with crap.
3209,"If Bin laden had a $25 million price tag on his head, I can't help but wonder what kind of turban he was wearing."
3210,"Osama's last tweet: ""I didn't know Twitter could enable your location, this may be a problem"""
3211,"It's May Day, but I don't see any sinking ships."
3212,Wanna lose weight? Buy super glue and get rid of that big mouth of yours!
3213,lPeople are seldom too busy to stop and tell you how busy they are.
3214,lThe funniest thing about this message is that by the time you realize it doesn't say anything you its too late for you to stop reading it.
3215,I only watched the royal wedding for the bishop. I've always wanted to see a person who only moves diagonally.
3216,Some mistakes are just too much to do only once.
3217,What a gorgeous day to walk around outside staring at my phone.
3218,lGet plenty of sleep. Be kind to your mind. You'll miss it when it's gone.
3219,There's a gas pump icon on my car's dash that notifies me whenever my bank account is almost empty.
3220,"If you wanna make someone mad, lie. If you really wanna piss 'em off, tell the truth."
3221,Looking forward to the day when my to-do list becomes my ta-da! list.
3222,"I'm apathetic, but I don't care."
3223,"Does the unknown, but I'm not sure, I've never heard it before."
3224,"It takes 26 muscles to smile and 62 muscles to frown, so don't ever say that I don't go out of my way for you."
3225,"I have never understood this whole Easter egg thing, Rabbits are mammals, aren't they? Happy Easter!"
3226,A good friend is worth pursuing. But why would a good friend be running away from me?
3227,My son is allergic to peanuts. He breaks out in a rash every time I bring home my paycheck.
3228,You know your out of shape when you get exhausted trying to get a gym membership.
3229,"To err is human, to forgive is divine. 
In other words, the forgiving is somebody else's job."
3230,lShould vegetarians eat animal crackers?
3231,How to make Easter easier - replace the t with an i.
3232,"lSmile, it's the second best thing you can do with your lips."
3233,"lJoin the Army, meet interesting people, kill them."
3234,"I always wonder, ""how do they know where I live?"" when movie commercials say""coming to a cinema near you""."
3235,Please don't interupt me while im ignoring you.
3236,I am launching a new anti-social network called Get Out Of My Face Book.
3237,lEarth is the insane asylum for the universe
3238,My dad never loved me as a child. I can't blame him really. I wasn't born until he was an adult.
3239,@doctormoose6 you've left?
3240,"Life is like a roller coaster, and I'm about to throw up."
3241,"Do gay people say, ""That's so straight?"""
3242,"I decided to be depressed today, just for fun."
3243,"lA paper should be like a mini skirt: long enough to cover everything, but short enough to keep it interesting."
3244,"The only way to keep your health is to eat what you don't want, drink what you don't like, and do what you'd rather not."
3245,Rebecca Black's Friday: a heartwarming song about a mentally retarded girl learning her days of the week.
3246,"lI'm not crazy, my reality is just different than yours."
3247,lAre you thinking what I'm thinking that I think that you're thinking I'm thinking because if you think that I think we've got a problem.
3248,lThose of you who think you know everything are annoying those of us who do.
3249,Dating bridge builders will lead to truss issues.
3250,It takes me three tries to get it right on the first attempt.
3251,“Advice is what we ask for when we already know the answer but wish we didn't.”
3252,"Who says Divine people dont have a sense of humor, they made me didn't they?"
3253,"I once had an Internet girlfriend, but things just didn't click."
3254,"""I keep telling myself that I am a pathological liar, but I am not sure if I believe it."""
3255,"It's been a really bad day for me. Firstly, my girlfriend got run over by a bus.Then, I lost my job at the bus company."
3256,"A good politician knows how to explain what is going to happen in the future, and then why it didn't happen."
3257,The only thing Facebook is good for is saving me money on birthday cards.
3258,"Urinals need some anger management, they are always pissed."
3259,"If I was a burglar, I would take a shower after every burglary. I want to be sure to get a clean getaway."
3260,"It's good for a man to have a woman that cleans, cooks, and makes you laugh. It's also good If these women do not know each other."
3261,"If you think your dog can't count, try putting three dog treats in your pocket and then give him only two of them."
3262,"I got in the car with my drug dealer the other day. He drove around slowly for a while, before picking up speed."
3263,"If flying is so safe, why do they call the airport the 'terminal'?"
3264,Going to church doesn't make you any more Christian than standing in a garage makes you a car.
3265,I like Deja vus because I know what to do next
3266,There's a fine line between holding hands and keeping her from shopping.
3267,Minimum wage is for maximum losers.
3268,My room is not messy; it is an obstacle course designed to keep me fit.
3269,My play was a complete success. The audience was a failure.
3270,"If any word is improper at the end of a sentence, a linking verb is."
3271,Monotheism is a gift from the gods.
3272,Of course I can keep secrets. It’s the people I tell them to that can’t keep them.
3273,The Miss Universe pageant is fixed. All the winners are from Earth.
3274,"An optimist is someone who falls off the Empire State Building and after 50 floors says, ""So far so good!"""
3275,An Irishman is never at peace except when he’s fighting.
3276,I'm a perfectipnist.
3277,"We live in the WTF generation: Wikipedia, Twitter and Facebook."
3278,Money isnt happiness. Spending it is!
3279,"Money isn't everything. You're credit is, however."
3280,I have an on again off again relationship with clothing.
3281,I’m proud of my humility.
3282,Irony: working for an aluminum company and getting canned.
3283,"My agent told me to give it a couple years, but he'd make me an overnight success."
3284,"I once got asked if I knew the difference between ignorance and apathy. I told them I didn't know, and didn't care."
3285,Why'd I spend all my childhood trying to save peach? She already has a man.
3286,"It's annoying when fat people say obesity ""runs"" in their family when clearly, nothing does."
3287,"When we talk to God, we're praying. When God talks to us, we're schizophrenic."
3288,The problem with beauty is that it's like being born rich and getting poorer.
3289,"You can't run from your problems forever. Eventually, you'll have to take a car or a plane."
3290,I've made a product that increases the size of your basement. I hope it'll be a big cellar.
3291,A lie gets halfway around the world before the truth has a chance to get its pants on.
